Time,Time Code,Country Name,Country Code,CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],GDP per capita (current US$) [NY.GDP.PCAP.CD],"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]"
1962,YR1962,Thailand,THA,..,117.162113544618,..,95.1,55.5,136.5,..,..,..,..,3308912796.93487,28242174,120
1962,YR1962,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,71388,..
1962,YR1962,Turkiye,TUR,..,306.624897119891,..,160.8,61.8,241.1,..,..,..,0.4,8902439024.39024,29033647,..
1962,YR1962,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,1716868,..
1962,YR1962,Tuvalu,TUV,..,..,..,106.5,..,154.9,..,..,..,..,..,5471,..
1962,YR1962,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..
1963,YR1963,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,1762621,..
1963,YR1963,Argentina,ARG,..,855.275656468141,..,..,..,..,..,..,..,..,18272123664.4715,21364017,..
1963,YR1963,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,2106142,..
1963,YR1963,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,4293550,..
1963,YR1963,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,8437232,..
1963,YR1963,Belize,BLZ,..,341.386111347016,..,..,..,..,..,..,..,..,33750113.7399887,98862,340
1963,YR1963,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,3448532,..
1963,YR1963,Botswana,BWA,..,69.3788496476305,..,104.7,..,151.9,..,..,..,..,38091832.9893847,549041,80
1963,YR1963,Brazil,BRA,..,291.404006118712,..,118.7,49.6,156.7,..,..,..,..,23287712878.2002,79915555,..
1963,YR1963,Bulgaria,BGR,..,..,..,33.7,..,40.7,..,..,..,..,..,8078145,..
1963,YR1963,China,CHN,..,74.3133748233246,..,..,..,..,..,..,..,..,50706616610.0732,682335000,80
1963,YR1963,Colombia,COL,..,280.993494299019,..,86.1,37.1,122.3,..,..,..,..,4836166666.66667,17210956,290
1963,YR1963,Costa Rica,CRI,..,341.576192932674,..,70.4,30.7,92.5,..,..,..,..,511902136.809973,1498647,350
1963,YR1963,Cuba,CUB,..,..,..,38.3,..,48.3,..,..,..,..,..,7736352,..
1963,YR1963,Dominica,DMA,..,..,..,65.4,..,104.2,..,..,..,..,..,62031,..
1963,YR1963,Dominican Republic,DOM,..,258.760222652634,..,99,40.8,142.6,..,..,..,..,940799900,3635798,240
1963,YR1963,Ecuador,ECU,..,362.380503972013,..,109.8,57.1,160.3,..,..,..,..,1824344492.08344,5034334,350
1963,YR1963,El Salvador,SLV,..,..,..,117.9,..,173.5,..,..,..,..,..,3014885,..
1963,YR1963,Equatorial Guinea,GNQ,..,38.3017869123693,..,..,..,..,..,..,..,..,10840095.1283649,283018,..
1963,YR1963,Fiji,FJI,..,293.292088819509,..,52,..,68.7,..,..,..,..,129454728.623599,441385,280
1963,YR1963,Gabon,GAB,..,290.053632512024,..,..,..,203.7,..,..,..,..,154480244.246844,532592,400
1963,YR1963,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,3816100,..
1963,YR1963,Grenada,GRD,..,..,..,53.1,..,78.5,..,..,..,..,..,96882,..
1963,YR1963,Guatemala,GTM,..,280.096636444858,..,138.2,..,205.9,..,..,..,..,1262800000,4508444,280
1963,YR1963,Indonesia,IDN,..,..,..,138.2,54.7,206,..,..,..,..,..,95962527,..
1963,YR1963,Iraq,IRQ,..,255.71929923444,..,110.1,..,160.6,..,..,..,..,1978199492.28096,7735824,..
1963,YR1963,Jamaica,JAM,..,485.194081826383,..,54.5,31.1,72.6,..,..,..,..,826706669.813356,1703868,..
1963,YR1963,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,10277790,..
1963,YR1963,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,1022000,..
1963,YR1963,Libya,LBY,..,..,..,138.9,..,226.5,..,..,..,..,..,1594758,..
1963,YR1963,Malaysia,MYS,..,292.575818269648,..,57.4,18.4,77.1,..,..,..,..,2510110346.4717,8579350,260
1963,YR1963,Maldives,MDV,..,..,..,..,..,326.2,..,..,..,..,..,98775,..
1963,YR1963,Marshall Islands,MHL,..,..,..,75.2,..,105,..,..,..,..,..,16947,..
1963,YR1963,Mauritius,MUS,..,..,..,59.6,..,85.9,..,..,..,..,..,718861,..
1963,YR1963,Mexico,MEX,..,424.189633551679,..,95.7,47.9,137.4,..,..,..,..,16959999983.04,39982118,410
1963,YR1963,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,2222675,..
1963,YR1963,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,513409,..
1963,YR1963,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,627358,..
1963,YR1963,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,1511854,..
1963,YR1963,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,10076,..
1963,YR1963,Paraguay,PRY,..,..,..,59.5,..,80.5,..,..,..,..,..,2039390,..
1963,YR1963,Peru,PER,..,323.799241074117,..,126.2,52.8,208.1,..,..,..,..,3598272493.3109,11112665,300
1963,YR1963,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,123960000,..
1963,YR1963,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,6732000,..
1963,YR1963,South Africa,ZAF,..,601.59995115142,..,..,..,..,..,..,..,..,10854195662.6634,18042215,580
1963,YR1963,St. Lucia,LCA,..,..,..,95,..,137.4,..,..,..,..,..,94887,..
